age,Unnamed: 0,date,subNum
10대,981,1212666,5655
20대,1017,1212666,13326
30대,1053,1212666,7269
40대,1089,1212666,5361
50대,1125,1212666,2992
60대,1161,1212666,917
70대이상,1197,1212666,143
